Timestamp,MainIncoming_kW,CHWRT,CWRT,CHWST,CWST,CHW Flow,CDW Flow,heat_in,heat_out,lift,chwdt,cwdt,DemoSite Demo avgHum,DemoSite Demo avgTemp,DemoSite Demo Calculated Wet Bulb
2023-05-25T14:30:00+08:00 Singapore,76.91118011474609kW,12.333030509948731°C,30.960734049479168°C,8.887821451822917°C,27.940423583984376°C,37.915260569254556L/s,40.88017578125L/s,53.636183914479716_RT,100.53707087258019_RT,22.07291259765625Δ°C,3.4452090581258137Δ°C,3.0203104654947914Δ°C,72.5%RH,30°C,25.984369207435584°C
2023-05-25T14:45:00+08:00 Singapore,76.42817942301433kW,12.205542691548665°C,30.750783284505207°C,8.886533610026042°C,27.673223876953124°C,37.92181116739909L/s,40.82605743408203L/s,52.15461004044279_RT,101.4630367103817_RT,21.864249674479165Δ°C,3.3190090815226228Δ°C,3.0775594075520836Δ°C,72.25%RH,30°C,25.9456709607285°C
2023-05-25T15:00:00+08:00 Singapore,76.55728403727214kW,12.129145050048828°C,30.796610514322918°C,8.912765502929688°C,27.646077473958332°C,37.92527821858724L/s,40.86866124471029L/s,51.21418569703326_RT,103.76698873221339_RT,21.88384501139323Δ°C,3.216379547119141Δ°C,3.1505330403645857Δ°C,72%RH,30°C,25.90693540834334°C
2023-05-25T15:15:00+08:00 Singapore,77.30566711425782kW,12.216603469848632°C,30.97056884765625°C,8.939255777994791°C,27.9657470703125°C,37.92527796427409L/s,40.85254135131836L/s,52.199638497938864_RT,100.11215228074937_RT,22.031313069661458Δ°C,3.2773476918538407Δ°C,3.00482177734375Δ°C,72.25%RH,30°C,25.9456709607285°C
2023-05-25T15:30:00+08:00 Singapore,75.78042856852214kW,12.14018472035726°C,30.90714314778646°C,8.918943277994792°C,27.844694010416667°C,37.89830805460612L/s,40.84486440022786L/s,51.073253802910315_RT,101.59047450926512_RT,21.988199869791668Δ°C,3.2212414423624676Δ°C,3.062449137369793Δ°C,72.5%RH,30°C,25.984369207435584°C
2023-05-25T15:45:00+08:00 Singapore,75.9058619181315kW,12.100985590616862°C,30.992317708333335°C,8.930767822265626°C,27.756502278645833°C,37.921425120035806L/s,40.83642069498698L/s,50.626840271553576_RT,107.00156607210684_RT,22.06154988606771Δ°C,3.170217768351236Δ°C,3.235815429687502Δ°C,72.75%RH,30°C,26.023030518954783°C
2023-05-25T16:00:00+08:00 Singapore,76.36941579182943kW,12.12023188273112°C,31.15671590169271°C,8.893222045898437°C,28.182501220703124°C,37.915261586507164L/s,40.84985529581706L/s,51.205081319776795_RT,99.8604461749323_RT,22.263493855794273Δ°C,3.227009836832684Δ°C,2.9742146809895864Δ°C,73%RH,30°C,26.061655262353888°C
2023-05-25T16:15:00+08:00 Singapore,77.03615264892578kW,12.221635500590006°C,31.36306355794271°C,8.899643961588541°C,28.23917236328125°C,37.923736572265625L/s,40.856763203938804L/s,52.423204343848894_RT,105.09680606194507_RT,22.463419596354168Δ°C,3.3219915390014645Δ°C,3.1238911946614607Δ°C,73.5%RH,30°C,26.138796496194857°C
2023-05-25T16:30:00+08:00 Singapore,69.90236129760743kW,11.482423210144043°C,30.878434244791666°C,8.788038126627605°C,28.20320841471354°C,37.92836074829101L/s,40.90896250406901L/s,42.79628753220484_RT,89.88777292592444_RT,22.090396118164062Δ°C,2.6943850835164387Δ°C,2.6752258300781264Δ°C,74%RH,30°C,26.21579577858507°C
2023-05-25T16:45:00+08:00 Singapore,82.89066467285156kW,12.114106178283691°C,31.451603190104166°C,8.935914103190104°C,28.538751220703126°C,37.77463607788086L/s,40.87211608886719L/s,52.69720249708627_RT,99.0364432051195_RT,22.515689086914062Δ°C,3.1781920750935875Δ°C,2.9128519694010393Δ°C,74.5%RH,30°C,26.292655926935545°C
2023-05-25T17:00:00+08:00 Singapore,83.52525533040365kW,12.032909520467122°C,31.507012939453126°C,8.759730021158854°C,28.518550618489584°C,37.739577229817705L/s,40.83949228922526L/s,53.20106509445007_RT,101.5352608877002_RT,22.747282918294275Δ°C,3.2731794993082683Δ°C,2.988462320963542Δ°C,75%RH,30°C,26.369379707659448°C
2023-05-25T17:15:00+08:00 Singapore,83.21596730550131kW,11.761446317036947°C,31.344160970052084°C,8.554493204752605°C,28.31468505859375°C,37.743815104166664L/s,40.8740348815918L/s,51.63450164908038_RT,102.19294000682638_RT,22.789667765299477Δ°C,3.206953112284342Δ°C,3.0294759114583343Δ°C,75.75%RH,29.75°C,26.247113987088557°C
2023-05-25T17:30:00+08:00 Singapore,75.7722152709961kW,11.903072738647461°C,30.88126424153646°C,8.72295430501302°C,28.15847371419271°C,37.729559834798174L/s,40.86252034505208L/s,49.885561843237575_RT,91.34083901552614_RT,22.158309936523438Δ°C,3.1801184336344406Δ°C,2.7227905273437507Δ°C,76.5%RH,29.5°C,26.12350591943742°C
2023-05-25T17:45:00+08:00 Singapore,73.94181620279947kW,11.822404607137043°C,30.6324951171875°C,8.790338134765625°C,27.97376912434896°C,37.72223917643229L/s,40.84448140462239L/s,48.06816768732874_RT,88.60663062300588_RT,21.842156982421876Δ°C,3.032066472371419Δ°C,2.6587259928385407Δ°C,77.25%RH,29.25°C,25.99858033595406°C
2023-05-25T18:00:00+08:00 Singapore,71.95520273844402kW,11.670738792419433°C,31.08681844075521°C,8.742758178710938°C,28.474302164713542°C,37.554646809895836L/s,40.878641001383464L/s,46.2528905917855_RT,88.6244899656743_RT,22.344060262044273Δ°C,2.9279806137084954Δ°C,2.612516276041667Δ°C,78%RH,29°C,25.87236146864669°C
2023-05-25T18:15:00+08:00 Singapore,65.28584747314453kW,11.34586893717448°C,30.735257975260417°C,8.792397054036458°C,28.254925537109376°C,37.59317321777344L/s,40.841409810384114L/s,40.591889822670204_RT,83.49216348447914_RT,21.94286092122396Δ°C,2.5534718831380214Δ°C,2.4803324381510414Δ°C,78.25%RH,28.75°C,25.67078379330567°C
2023-05-25T18:30:00+08:00 Singapore,61.92693227132161kW,11.297486305236816°C,30.33507080078125°C,8.880357869466145°C,27.870039876302084°C,37.546940104166666L/s,40.80916926066081L/s,38.400851109250254_RT,81.84678350210505_RT,21.454712931315104Δ°C,2.417128435770671Δ°C,2.4650309244791657Δ°C,78.5%RH,28.5°C,25.46883942243807°C
2023-05-25T18:45:00+08:00 Singapore,61.435611979166666kW,11.16650562286377°C,30.0728759765625°C,8.799083455403645°C,27.848592122395832°C,37.519971720377605L/s,40.856379699707034L/s,37.522987058810955_RT,73.79638848510233_RT,21.273792521158853Δ°C,2.3674221674601252Δ°C,2.224283854166668Δ°C,78.75%RH,28.25°C,25.26653035121346°C
2023-05-25T19:00:00+08:00 Singapore,56.44668299357097kW,11.256267738342284°C,29.570304361979165°C,8.811177571614584°C,27.41123250325521°C,37.540391286214195L/s,40.813775380452476L/s,36.99542066461228_RT,70.50782450324347_RT,20.759126790364583Δ°C,2.4450901667277005Δ°C,2.159071858723955Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-25T19:15:00+08:00 Singapore,53.680965932210285kW,11.04634698232015°C,29.35215861002604°C,8.837407430013021°C,27.54365437825521°C,37.4479263305664L/s,40.86213734944661L/s,33.799082216442955_RT,59.34481005155461_RT,20.514751180013022Δ°C,2.208939552307129Δ°C,1.8085042317708329Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-25T19:30:00+08:00 Singapore,53.01130803426107kW,11.13531354268392°C,29.117728678385415°C,8.88267822265625°C,27.099359130859376°C,37.50995432535807L/s,40.84448115030924L/s,34.18523258024088_RT,65.163043486483_RT,20.235050455729166Δ°C,2.25263532002767Δ°C,2.0183695475260386Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-25T19:45:00+08:00 Singapore,52.57094065348307kW,11.069143613179525°C,29.169744873046874°C,8.809382120768229°C,27.07144571940104°C,37.4313601175944L/s,40.83642069498698L/s,33.95893913657333_RT,67.67379157683851_RT,20.360362752278647Δ°C,2.2597614924112968Δ°C,2.098299153645833Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-25T20:00:00+08:00 Singapore,41.798011779785156kW,10.465351104736328°C,28.32711181640625°C,8.773363240559895°C,26.93930460611979°C,37.43097483317057L/s,40.83258285522461L/s,24.857291137358704_RT,44.54071404966612_RT,19.553748575846356Δ°C,1.6919878641764328Δ°C,1.3878072102864607Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-25T20:15:00+08:00 Singapore,41.5385632832845kW,10.326333745320637°C,28.260880533854166°C,8.839466349283855°C,26.91500244140625°C,37.449082692464195L/s,40.855611673990886L/s,22.755855229461798_RT,43.156061382899274_RT,19.42141418457031Δ°C,1.4868673960367822Δ°C,1.345878092447915Δ°C,78.75%RH,28°C,25.0273588895378°C
2023-05-25T20:30:00+08:00 Singapore,41.61430333455404kW,10.340848223368328°C,28.16103312174479°C,8.866983032226562°C,26.923539225260416°C,37.385128529866535L/s,40.857914479573566L/s,22.6786397527481_RT,39.69326920387912_RT,19.29405008951823Δ°C,1.4738651911417655Δ°C,1.2374938964843736Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-25T20:45:00+08:00 Singapore,41.592246500651044kW,10.493060239156087°C,28.364090983072916°C,8.905818684895833°C,26.946026611328126°C,37.477593485514326L/s,40.85369338989258L/s,23.954023631251037_RT,45.52315304151035_RT,19.458272298177086Δ°C,1.5872415542602543Δ°C,1.4180643717447907Δ°C,78.25%RH,28°C,24.95428680546416°C
2023-05-25T21:00:00+08:00 Singapore,41.63523483276367kW,10.58800449371338°C,28.449452718098957°C,8.972701009114584°C,27.104034423828125°C,37.480289204915366L/s,40.8609858194987L/s,24.39072893428147_RT,43.44431196028101_RT,19.476751708984374Δ°C,1.6153034845987957Δ°C,1.3454182942708321Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-25T21:15:00+08:00 Singapore,41.62748031616211kW,10.487490590413412°C,28.590974934895833°C,9.02362772623698°C,27.224271647135417°C,37.46449356079101L/s,40.83143132527669L/s,22.854395706516563_RT,44.32739026608613_RT,19.567347208658852Δ°C,1.4638628641764324Δ°C,1.3667032877604157Δ°C,77.75%RH,28.25°C,25.119607029187026°C
2023-05-25T21:30:00+08:00 Singapore,42.40177001953125kW,10.581873830159505°C,28.59149169921875°C,8.929231770833333°C,27.342716471354166°C,37.426736958821614L/s,40.814927164713545L/s,24.93992795125378_RT,40.67874901799232_RT,19.662259928385417Δ°C,1.6526420593261726Δ°C,1.2487752278645843Δ°C,77.5%RH,28.5°C,25.32113179688091°C
2023-05-25T21:45:00+08:00 Singapore,42.6891586303711kW,10.486182276407877°C,28.72523193359375°C,8.877268473307291°C,27.5591552734375°C,37.442918141682945L/s,40.84563318888346L/s,24.44612206847905_RT,38.28552960538123_RT,19.847963460286458Δ°C,1.6089138031005863Δ°C,1.16607666015625Δ°C,77.25%RH,28.75°C,25.522286122803873°C
2023-05-25T22:00:00+08:00 Singapore,43.61311365763346kW,10.578823343912761°C,28.994047037760417°C,8.869558715820313°C,27.619687906901042°C,37.445229593912764L/s,40.84256184895833L/s,25.76097040992643_RT,45.223133754889574_RT,20.124488321940106Δ°C,1.7092646280924484Δ°C,1.374359130859375Δ°C,77%RH,29°C,25.72306796198307°C
2023-05-25T22:15:00+08:00 Singapore,43.8027099609375kW,10.505594952901204°C,29.247880045572916°C,8.893995157877605°C,28.033770751953124°C,37.47335484822591L/s,40.88209635416667L/s,24.818200578051425_RT,40.54907538401793_RT,20.353884887695312Δ°C,1.611599795023599Δ°C,1.2141092936197921Δ°C,77.25%RH,28.75°C,25.522286122803873°C
2023-05-25T22:30:00+08:00 Singapore,44.10882390340169kW,10.48418477376302°C,29.336114501953126°C,8.889870198567708°C,28.06327107747396°C,37.445230865478514L/s,40.85023905436198L/s,24.714313915726084_RT,42.555424723577154_RT,20.44624430338542Δ°C,1.5943145751953125Δ°C,1.2728434244791664Δ°C,77.5%RH,28.5°C,25.32113179688091°C
2023-05-25T22:45:00+08:00 Singapore,44.413743336995445kW,10.704112497965495°C,29.50819295247396°C,8.881903076171875°C,28.080072021484376°C,37.48799489339193L/s,40.86789372762044L/s,27.18053851157284_RT,47.775457697994526_RT,20.62628987630208Δ°C,1.8222094217936196Δ°C,1.4281209309895821Δ°C,77.75%RH,28.25°C,25.119607029187026°C
2023-05-25T23:00:00+08:00 Singapore,44.7029296875kW,10.778041140238445°C,29.621282958984374°C,8.865958658854167°C,28.260628255208335°C,37.49916763305664L/s,40.877873229980466L/s,28.18751901708889_RT,45.811171127157486_RT,20.755324300130205Δ°C,1.912082481384278Δ°C,1.3606547037760386Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-25T23:15:00+08:00 Singapore,43.99334615071614kW,10.44018383026123°C,29.59798380533854°C,8.87650146484375°C,28.149403889973957°C,37.42134323120117L/s,40.8602180480957L/s,24.325643984721445_RT,48.5795308580788_RT,20.721482340494788Δ°C,1.5636823654174794Δ°C,1.4485799153645829Δ°C,78.25%RH,28°C,24.95428680546416°C
2023-05-25T23:30:00+08:00 Singapore,43.71631800333659kW,10.53899269104004°C,29.40960693359375°C,8.884218343098958°C,28.145772298177082°C,37.38821055094401L/s,40.841410064697264L/s,25.22859750522176_RT,42.37845090686276_RT,20.525388590494792Δ°C,1.654774347941082Δ°C,1.2638346354166679Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-25T23:45:00+08:00 Singapore,43.308478291829424kW,10.699869600931804°C,29.18008829752604°C,8.896055094401042°C,27.97867431640625°C,37.39668706258138L/s,40.835270436604816L/s,26.712255332204787_RT,40.04621449591331_RT,20.284033203125Δ°C,1.8038145065307614Δ°C,1.2014139811197921Δ°C,78.75%RH,28°C,25.0273588895378°C
2023-05-26T00:00:00+08:00 Singapore,43.032291920979816kW,10.431673685709635°C,28.961185709635416°C,8.903507486979167°C,27.88712361653646°C,37.41749064127604L/s,40.82874425252279L/s,23.71919019664135_RT,35.684101477720304_RT,20.05767822265625Δ°C,1.5281661987304673Δ°C,1.0740620930989557Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-26T00:15:00+08:00 Singapore,42.89887339274089kW,10.438103294372558°C,28.98318074544271°C,8.901198323567709°C,27.488053385416666°C,37.3936045328776L/s,40.86328837076823L/s,23.783695422037106_RT,48.96252757826172_RT,20.081982421875Δ°C,1.5369049708048497Δ°C,1.4951273600260429Δ°C,78.75%RH,28°C,25.0273588895378°C
2023-05-26T00:30:00+08:00 Singapore,42.78300908406575kW,10.542083358764648°C,28.949031575520834°C,8.909165445963541°C,27.73221435546875°C,37.39206364949544L/s,40.87365163167318L/s,24.772457102814286_RT,40.202360178402905_RT,20.039866129557293Δ°C,1.6329179128011067Δ°C,1.2168172200520857Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-26T00:45:00+08:00 Singapore,42.73368555704753kW,10.583920987447103°C,28.950323486328124°C,8.874962361653646°C,27.60133260091146°C,37.38782501220703L/s,40.85292460123698L/s,25.498275780672067_RT,44.35889513098962_RT,20.07536112467448Δ°C,1.708958625793457Δ°C,1.348990885416665Δ°C,78.25%RH,28°C,24.95428680546416°C
2023-05-26T01:00:00+08:00 Singapore,42.84188664754232kW,10.611207071940104°C,28.92599894205729°C,8.897850545247396°C,27.398563639322916°C,37.35083897908529L/s,40.855611673990886L/s,25.622647666287435_RT,49.85770393050301_RT,20.028148396809897Δ°C,1.7133565266927082Δ°C,1.527435302734375Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-26T01:15:00+08:00 Singapore,42.92144648234049kW,10.429180844624836°C,28.793790690104167°C,8.898103841145833°C,27.436332194010415°C,37.416334788004555L/s,40.80571670532227L/s,23.715124144680917_RT,44.370494335779874_RT,19.895686848958334Δ°C,1.5310770034790036Δ°C,1.3574584960937521Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-26T01:30:00+08:00 Singapore,42.663325754801434kW,10.56047248840332°C,28.929632568359374°C,8.901453653971354°C,27.491654459635416°C,37.41055603027344L/s,40.84640070597331L/s,24.997723752200343_RT,47.097169356409594_RT,20.028178914388022Δ°C,1.6590188344319667Δ°C,1.4379781087239571Δ°C,77.5%RH,28°C,24.844492731625298°C
2023-05-26T01:45:00+08:00 Singapore,43.46242980957031kW,10.523640378316243°C,28.82768351236979°C,8.890133666992188°C,27.48674112955729°C,37.48722407023112L/s,40.84371388753255L/s,24.937462371489943_RT,43.911171581410066_RT,19.937549845377603Δ°C,1.6335067113240545Δ°C,1.3409423828125Δ°C,77.25%RH,28°C,24.807844014188912°C
2023-05-26T02:00:00+08:00 Singapore,43.48799260457357kW,10.386473973592123°C,28.866752115885415°C,8.892449951171875°C,27.497355143229168°C,37.45524597167969L/s,40.86443990071614L/s,23.469678652561964_RT,44.86027596977915_RT,19.974302164713542Δ°C,1.4940240224202483Δ°C,1.3693969726562472Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-26T02:15:00+08:00 Singapore,43.42391764322917kW,10.420776875813802°C,28.927813720703124°C,8.897080485026041°C,27.615034993489584°C,37.41826171875L/s,40.86559143066406L/s,23.770892074196837_RT,43.18956035145795_RT,20.030733235677083Δ°C,1.5236963907877605Δ°C,1.3127787272135407Δ°C,77.25%RH,28°C,24.807844014188912°C
2023-05-26T02:30:00+08:00 Singapore,43.42433191935221kW,10.566719118754069°C,28.959639485677084°C,8.884734090169271°C,27.77098388671875°C,37.4814448038737L/s,40.83488540649414L/s,25.426959043356664_RT,39.326831869312024_RT,20.074905395507812Δ°C,1.6819850285847977Δ°C,1.1886555989583343Δ°C,77.5%RH,28°C,24.844492731625298°C
2023-05-26T02:45:00+08:00 Singapore,43.52162857055664kW,10.635909334818523°C,29.039591471354168°C,8.876239013671874°C,27.648915608723957°C,37.44869817097982L/s,40.87173258463542L/s,26.272839788562916_RT,45.808458168083384_RT,20.163352457682294Δ°C,1.7596703211466487Δ°C,1.3906758626302107Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-26T03:00:00+08:00 Singapore,43.2784065246582kW,10.422776285807291°C,29.1076416015625°C,8.912255859375°C,27.6644287109375°C,37.34698664347331L/s,40.80034205118815L/s,23.625837392785712_RT,47.56568550861857_RT,20.195385742187497Δ°C,1.5105204264322918Δ°C,1.4432128906249986Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-26T03:15:00+08:00 Singapore,42.851653289794925kW,10.472867266337078°C,29.061836751302085°C,8.901454671223958°C,27.710211181640624°C,37.3989974975586L/s,40.82951278686524L/s,24.136375289051703_RT,44.62085515789715_RT,20.16038208007813Δ°C,1.5714125951131201Δ°C,1.3516255696614614Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-26T03:30:00+08:00 Singapore,43.02223409016927kW,10.745719464619954°C,29.08382771809896°C,8.905823771158854°C,27.612721761067707°C,37.40708821614583L/s,40.85254109700521L/s,27.010608156521812_RT,48.394368322433294_RT,20.178003946940105Δ°C,1.8398956934611004Δ°C,1.4711059570312521Δ°C,77.5%RH,28°C,24.844492731625298°C
2023-05-26T03:45:00+08:00 Singapore,43.13904546101888kW,10.519714164733887°C,29.22691650390625°C,8.895529174804688°C,27.841859944661458°C,37.403236134847006L/s,40.85062306722005L/s,24.75687609470386_RT,45.94173659139013_RT,20.33138732910156Δ°C,1.6241849899291996Δ°C,1.3850565592447914Δ°C,77.25%RH,28°C,24.807844014188912°C
2023-05-26T04:00:00+08:00 Singapore,42.31446482340495kW,10.403288396199544°C,29.157574462890626°C,8.903254191080729°C,27.69004109700521°C,37.37742233276367L/s,40.87134806315104L/s,23.21718103997799_RT,48.41202391264344_RT,20.254320271809895Δ°C,1.5000342051188156Δ°C,1.4675333658854157Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-26T04:15:00+08:00 Singapore,41.7512087504069kW,10.425504811604817°C,29.00465291341146°C,8.952897135416666°C,27.65641886393229°C,37.4147944132487L/s,40.83027979532878L/s,22.856343522421746_RT,44.42248912705659_RT,20.051755777994792Δ°C,1.4726076761881508Δ°C,1.3482340494791671Δ°C,76.75%RH,28°C,24.73446885028306°C
2023-05-26T04:30:00+08:00 Singapore,42.52206192016602kW,10.389515050252278°C,29.10013427734375°C,8.905050659179688°C,27.75882771809896°C,37.41286697387695L/s,40.82797648111979L/s,23.10842380480097_RT,44.35788437390471_RT,20.195083618164062Δ°C,1.4844643910725903Δ°C,1.3413065592447886Δ°C,76.5%RH,28°C,24.697741831720407°C
2023-05-26T04:45:00+08:00 Singapore,42.18714981079101kW,10.579856363932292°C,28.827950032552085°C,8.914058430989583°C,27.696514892578126°C,37.39437408447266L/s,40.85177357991537L/s,24.960242395811846_RT,37.33330530449592_RT,19.913891601562504Δ°C,1.6657979329427093Δ°C,1.1314351399739593Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-26T05:00:00+08:00 Singapore,43.8498903910319kW,10.62933349609375°C,29.00078125°C,8.885758463541666°C,27.530462646484374°C,37.55849914550781L/s,40.84678319295247L/s,26.211479066936036_RT,48.22437598369361_RT,20.115022786458333Δ°C,1.7435750325520836Δ°C,1.4703186035156257Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-26T05:15:00+08:00 Singapore,43.00373128255208kW,10.493882433573406°C,28.80389404296875°C,8.901964314778645°C,27.399355061848958°C,37.561581166585285L/s,40.81646194458008L/s,24.384019999134615_RT,45.84751401580827_RT,19.901929728190105Δ°C,1.5919181187947604Δ°C,1.4045389811197921Δ°C,75.75%RH,28°C,24.58739954284959°C
2023-05-26T05:30:00+08:00 Singapore,42.993533833821616kW,10.52647361755371°C,28.715399169921874°C,8.901449584960938°C,27.392879231770834°C,37.54154688517253L/s,40.837572479248045L/s,24.724062905462194_RT,43.160012877317065_RT,19.813949584960938Δ°C,1.6250240325927727Δ°C,1.3225199381510393Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-26T05:45:00+08:00 Singapore,42.9637565612793kW,10.491303888956706°C,28.766121419270835°C,8.873931884765625°C,27.43062947591146°C,37.608584849039715L/s,40.819532521565755L/s,24.590035467662695_RT,43.64341249702346_RT,19.89218953450521Δ°C,1.6173720041910808Δ°C,1.3354919433593757Δ°C,75.25%RH,28°C,24.51370069764777°C
2023-05-26T06:00:00+08:00 Singapore,42.98323491414388kW,10.399848302205404°C,28.75058797200521°C,8.832520548502604°C,27.354860432942708°C,37.61089604695638L/s,40.83450088500977L/s,23.993421456203624_RT,45.48590139898679_RT,19.918067423502606Δ°C,1.5673277537028003Δ°C,1.3957275390625021Δ°C,75%RH,28°C,24.476809177650935°C
2023-05-26T06:15:00+08:00 Singapore,42.5265749613444kW,10.496131896972656°C,28.692128499348957°C,8.85515645345052°C,27.366752115885415°C,37.57236836751302L/s,40.85100555419922L/s,24.67722815563164_RT,43.21197745402785_RT,19.836972045898435Δ°C,1.6409754435221355Δ°C,1.3253763834635421Δ°C,75.25%RH,28°C,24.51370069764777°C
2023-05-26T06:30:00+08:00 Singapore,60.5546880086263kW,11.3548952738444°C,29.85160929361979°C,8.854132080078125°C,27.670900472005208°C,37.64441452026367L/s,40.84409713745117L/s,38.79641484275319_RT,71.88903060276787_RT,20.997477213541664Δ°C,2.500763193766275Δ°C,2.1807088216145836Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-26T06:45:00+08:00 Singapore,57.229444376627605kW,11.487800979614258°C,29.927683512369793°C,8.845123291015625°C,27.6517578125°C,37.61282196044922L/s,40.84985427856445L/s,39.398489948476964_RT,74.97603662100215_RT,21.082560221354168Δ°C,2.642677688598633Δ°C,2.2759256998697914Δ°C,75.75%RH,28°C,24.58739954284959°C
2023-05-26T07:00:00+08:00 Singapore,63.99387435913086kW,11.52503973642985°C,30.184438069661457°C,8.837406412760417°C,27.80021769205729°C,37.743429819742836L/s,40.86904500325521L/s,41.74423565207362_RT,78.96529222131193_RT,21.347031656901038Δ°C,2.6876333236694325Δ°C,2.3842203776041657Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-26T07:15:00+08:00 Singapore,65.15961939493815kW,11.56668389638265°C,30.57398681640625°C,8.768222045898437°C,28.248472086588542°C,37.7888910929362L/s,40.816845957438154L/s,43.01635843972765_RT,78.2628595211667_RT,21.805764770507814Δ°C,2.7984618504842125Δ°C,2.3255147298177086Δ°C,75.75%RH,28°C,24.58739954284959°C
2023-05-26T07:30:00+08:00 Singapore,63.80069478352865kW,11.509256299336752°C,30.126981608072917°C,8.820431518554688°C,27.61995849609375°C,37.75652821858724L/s,40.85791498819987L/s,41.61096873182295_RT,82.49412377701331_RT,21.30655008951823Δ°C,2.6888247807820633Δ°C,2.5070231119791657Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-26T07:45:00+08:00 Singapore,63.03087259928385kW,11.416632970174154°C,29.905952962239585°C,8.796256510416667°C,27.407623291015625°C,37.635938262939455L/s,40.86060104370117L/s,40.60044111158675_RT,81.57606962040681_RT,21.10969645182292Δ°C,2.6203764597574875Δ°C,2.49832967122396Δ°C,75.25%RH,28°C,24.51370069764777°C
2023-05-26T08:00:00+08:00 Singapore,60.378779856363934kW,11.436513328552246°C,29.339217122395834°C,8.813229370117188°C,26.91602986653646°C,37.58893585205078L/s,40.87019704182943L/s,39.994582927406455_RT,77.70333025543387_RT,20.525987752278645Δ°C,2.6232839584350582Δ°C,2.423187255859375Δ°C,75%RH,28°C,24.476809177650935°C
2023-05-26T08:15:00+08:00 Singapore,59.69863789876302kW,11.660983467102051°C,29.103243001302083°C,8.870332845052083°C,26.718986002604165°C,37.623610432942705L/s,40.88516565958659L/s,41.74621387773428_RT,75.89526701179946_RT,20.23291015625Δ°C,2.7906506220499683Δ°C,2.384256998697918Δ°C,74.25%RH,28.25°C,24.601998013054665°C
2023-05-26T08:30:00+08:00 Singapore,66.06182556152343kW,11.508337847391765°C,29.506123860677082°C,8.792653401692709°C,27.17227986653646°C,37.700278981526694L/s,40.874803161621095L/s,42.42697972058413_RT,75.55088498933343_RT,20.713470458984375Δ°C,2.715684445699056Δ°C,2.333843994140622Δ°C,73.5%RH,28.5°C,24.72583825115721°C
2023-05-26T08:45:00+08:00 Singapore,66.98008219401042kW,11.550522994995116°C,29.901295979817707°C,8.781075032552083°C,27.336238606770834°C,37.710296376546225L/s,40.82720998128255L/s,43.270258336997806_RT,83.53673455578647_RT,21.120220947265622Δ°C,2.7694479624430333Δ°C,2.565057373046873Δ°C,72.75%RH,28.75°C,24.84830395836988°C
2023-05-26T09:00:00+08:00 Singapore,66.50303751627604kW,11.54319985707601°C,29.989798990885415°C,8.819407145182291°C,27.29410603841146°C,37.707985432942706L/s,40.841410064697264L/s,42.798112707795596_RT,87.65585946338831_RT,21.170391845703122Δ°C,2.7237927118937186Δ°C,2.695692952473955Δ°C,72%RH,29°C,24.969368539056102°C
2023-05-26T09:15:00+08:00 Singapore,67.79917602539062kW,11.593301709493002°C,30.22041219075521°C,8.769767252604167°C,27.665716552734374°C,37.71723124186198L/s,40.855611673990886L/s,44.055340846965805_RT,84.20206534716056_RT,21.450644938151044Δ°C,2.8235344568888348Δ°C,2.554695638020835Δ°C,71.75%RH,29°C,24.931338641075616°C
2023-05-26T09:30:00+08:00 Singapore,70.23253326416015kW,11.398172505696614°C,30.423856608072917°C,8.767955525716145°C,27.77951863606771°C,37.7176155090332L/s,40.86520767211914L/s,42.72957178423722_RT,87.51516824807018_RT,21.65590108235677Δ°C,2.630216979980469Δ°C,2.644337972005207Δ°C,71.5%RH,29°C,24.89327335593303°C
2023-05-26T09:45:00+08:00 Singapore,71.32058207194011kW,11.625335947672527°C,30.73215128580729°C,8.765135701497396°C,27.9848876953125°C,37.76539001464844L/s,40.88938725789388L/s,45.432376534023675_RT,91.59368955844756_RT,21.967015584309895Δ°C,2.860200246175131Δ°C,2.7472635904947893Δ°C,71.25%RH,29°C,24.855172318941538°C
